objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight_g,count,GGOI,filename,display_template,object_location,image_small,image_thumb
ce_cb_d4_8764-b,ce_cb_d4_8764-a,Ce.8764,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8764-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,ignimbrite,N/A,36.04,41.97,11.45,20.9,1,,CE_CB_D4_8764-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8764-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8764-b_th.jpg
ce_cb_d4_8766-a,,Ce.8766,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8766-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,40.18,47.98,8.21,14.3,1,,CE_CB_D4_8766-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8766-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8766-a_th.jpg
ce_cb_d4_8766-b,ce_cb_d4_8766-a,Ce.8766,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8766-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,40.18,47.98,8.21,14.3,1,,CE_CB_D4_8766-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8766-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8766-b_th.jpg
ce_cb_d4_8768-a,,Ce.8768,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8768-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,triface,obsidian,N/A,73.11,16.93,14.80,16.4,1,,CE_CB_D4_8768-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8768-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8768-a_th.jpg
ce_cb_d4_8768-b,ce_cb_d4_8768-a,Ce.8768,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8768-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,triface,obsidian,N/A,73.11,16.93,14.80,16.4,1,,CE_CB_D4_8768-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8768-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8768-b_th.jpg
ce_cb_d4_8768-c,ce_cb_d4_8768-a,Ce.8768,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8768-c,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,triface,obsidian,N/A,73.11,16.93,14.80,16.4,1,,CE_CB_D4_8768-c.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8768-c_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8768-c_th.jpg
ce_cb_d4_8780-a,,Ce.8780,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8780-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,44.53,32.88,6.17,6.1,1,,CE_CB_D4_8780-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8780-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8780-a_th.jpg
ce_cb_d4_8780-b,ce_cb_d4_8780-a,Ce.8780,Indigenous,,N/A,,No contextual information,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8780-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,44.53,32.88,6.17,6.1,1,,CE_CB_D4_8780-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8780-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8780-b_th.jpg
ce_cb_d4_8786-a,,Ce.8786,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8786-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,quartzite,N/A,39.60,41.45,5.99,11.7,1,,CE_CB_D4_8786-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8786-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8786-a_th.jpg
ce_cb_d4_8786-b,ce_cb_d4_8786-a,Ce.8786,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8786-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,quartzite,N/A,39.60,41.45,5.99,11.7,1,,CE_CB_D4_8786-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8786-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8786-b_th.jpg
ce_cb_d4_8787-a,,Ce.8787,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8787-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,cryptocrystalline silicate,N/A,52.63,53.46,8.93,28.9,1,,CE_CB_D4_8787-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8787-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8787-a_th.jpg
ce_cb_d4_8787-b,ce_cb_d4_8787-a,Ce.8787,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8787-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,cryptocrystalline silicate,N/A,52.63,53.46,8.93,28.9,1,,CE_CB_D4_8787-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8787-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8787-b_th.jpg
ce_cb_d4_8788-a,,Ce.8788,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8788-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,ignimbrite,N/A,34.51,40.09,5.16,7.1,1,,CE_CB_D4_8788-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8788-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8788-a_th.jpg
ce_cb_d4_8788-b,ce_cb_d4_8788-a,Ce.8788,Indigenous,,N/A,,"Thinning, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8788-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,ignimbrite,N/A,34.51,40.09,5.16,7.1,1,,CE_CB_D4_8788-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8788-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8788-b_th.jpg
ce_cb_d4_8789-a,,Ce.8789,Indigenous,,N/A,,"Ground edge classic, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8789-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,48.06,23.84,5.63,4.1,1,,CE_CB_D4_8789-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8789-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8789-a_th.jpg
ce_cb_d4_8789-b,ce_cb_d4_8789-a,Ce.8789,Indigenous,,N/A,,"Ground edge classic, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8789-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,48.06,23.84,5.63,4.1,1,,CE_CB_D4_8789-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8789-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8789-b_th.jpg
ce_cb_d4_8793-a,,Ce.8793,Indigenous,,N/A,,"Serrations, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8793-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,obsidian,N/A,37.02,17.09,4.30,2.3,1,,CE_CB_D4_8793-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8793-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8793-a_th.jpg
ce_cb_d4_8793-b,ce_cb_d4_8793-a,Ce.8793,Indigenous,,N/A,,"Serrations, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8793-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,obsidian,N/A,37.02,17.09,4.30,2.3,1,,CE_CB_D4_8793-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8793-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8793-b_th.jpg
ce_cb_d4_8794-a,,Ce.8794,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8794-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,52.85,19.98,5.39,4.2,1,,CE_CB_D4_8794-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8794-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8794-a_th.jpg
ce_cb_d4_8794-b,ce_cb_d4_8794-a,Ce.8794,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8794-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,52.85,19.98,5.39,4.2,1,,CE_CB_D4_8794-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8794-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8794-b_th.jpg
ce_cb_d4_8795-a,,Ce.8795,Indigenous,,N/A,,"Serrations, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8795-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,41.32,24.83,5.69,4.2,1,,CE_CB_D4_8795-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8795-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8795-a_th.jpg
ce_cb_d4_8795-b,ce_cb_d4_8795-a,Ce.8795,Indigenous,,N/A,,"Serrations, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8795-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,41.32,24.83,5.69,4.2,1,,CE_CB_D4_8795-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8795-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8795-b_th.jpg
ce_cb_d4_8805-a,,Ce.8805,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8805-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,53.63,20.08,5.15,5.6,1,,CE_CB_D4_8805-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8805-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8805-a_th.jpg
ce_cb_d4_8805-b,ce_cb_d4_8805-a,Ce.8805,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8805-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,53.63,20.08,5.15,5.6,1,,CE_CB_D4_8805-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8805-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8805-b_th.jpg
ce_cb_d4_8808-a,,Ce.8808,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8808-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,45.12,31.59,6.82,9.2,1,,CE_CB_D4_8808-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8808-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8808-a_th.jpg
ce_cb_d4_8808-b,ce_cb_d4_8808-a,Ce.8808,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8808-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,cryptocrystalline silicate,N/A,45.12,31.59,6.82,9.2,1,,CE_CB_D4_8808-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8808-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8808-b_th.jpg
ce_cb_d4_8822-a,,Ce.8822,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8822-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,52.26,27.67,4.96,6.7,1,,CE_CB_D4_8822-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8822-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8822-a_th.jpg
ce_cb_d4_8822-b,ce_cb_d4_8822-a,Ce.8822,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8822-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,52.26,27.67,4.96,6.7,1,,CE_CB_D4_8822-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8822-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8822-b_th.jpg
ce_cb_d4_8825-a,,Ce.8825,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8825-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,ignimbrite,N/A,43.91,40.54,10.92,16.1,1,,CE_CB_D4_8825-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8825-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8825-a_th.jpg
ce_cb_d4_8825-b,ce_cb_d4_8825-a,Ce.8825,Indigenous,,N/A,,No contextual data,cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8825-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,biface,ignimbrite,N/A,43.91,40.54,10.92,16.1,1,,CE_CB_D4_8825-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8825-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8825-b_th.jpg
ce_cb_d4_8831-a,,Ce.8831,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8831-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,43.44,19.72,6.45,5.7,1,,CE_CB_D4_8831-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8831-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8831-a_th.jpg
ce_cb_d4_8831-b,ce_cb_d4_8831-a,Ce.8831,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8831-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,43.44,19.72,6.45,5.7,1,,CE_CB_D4_8831-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8831-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8831-b_th.jpg
ce_cb_d4_8832-a,,Ce.8832,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8832-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,45.77,21.04,6.34,5.3,1,,CE_CB_D4_8832-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8832-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8832-a_th.jpg
ce_cb_d4_8832-b,ce_cb_d4_8832-a,Ce.8832,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8832-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,45.77,21.04,6.34,5.3,1,,CE_CB_D4_8832-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8832-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8832-b_th.jpg
ce_cb_d4_8833-a,,Ce.8833,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8833-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,49.85,20.66,6.45,5.1,1,,CE_CB_D4_8833-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8833-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8833-a_th.jpg
ce_cb_d4_8833-b,ce_cb_d4_8833-a,Ce.8833,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8833-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,49.85,20.66,6.45,5.1,1,,CE_CB_D4_8833-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8833-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8833-b_th.jpg
ce_cb_d4_8837-a,,Ce.8837,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8837-a,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,44.41,30.88,5.67,9.0,1,,CE_CB_D4_8837-a.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8837-a_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8837-a_th.jpg
ce_cb_d4_8837-b,ce_cb_d4_8837-a,Ce.8837,Indigenous,,N/A,,"Basal, no contextual data",cultural artifacts; lithics,,,,,,,,,CE_CB_D4_8837-b,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",,,http://rightsstatements.org/vocab/InC-EDU/1.0/,AF,no,artifact,Image;StillImage,image/jpeg,,no publish - artifacts,B,4,N/A,N/A,projectile point,ignimbrite,N/A,44.41,30.88,5.67,9.0,1,,CE_CB_D4_8837-b.jpg,artifact_image,,https://objects.lib.uidaho.edu/crabtree/small/ce_cb_d4_8837-b_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_cb_d4_8837-b_th.jpg
