filename,id_base,metadata,match_master_metadata,extension,url,notes
CE_B11_F2-Item30.pdf,ce_b11_f2-item30,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item30.pdf,
CE_B11_F2-Item31.pdf,ce_b11_f2-item31,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item31.pdf,
CE_B11_F2-Item32.pdf,ce_b11_f2-item32,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item32.pdf,
CE_B11_F2-Item33.pdf,ce_b11_f2-item33,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item33.pdf,
CE_B11_F2-Item34.pdf,ce_b11_f2-item34,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item34.pdf,
CE_B11_F2-Item35.pdf,ce_b11_f2-item35,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item35.pdf,
CE_B11_F2-Item36.pdf,ce_b11_f2-item36,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item36.pdf,
CE_B11_F2-Item37.pdf,ce_b11_f2-item37,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item37.pdf,
CE_B11_F2-Item38.pdf,ce_b11_f2-item38,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item38.pdf,
CE_B11_F2-Item39.pdf,ce_b11_f2-item39,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item39.pdf,
CE_B11_F2-Item4.pdf,ce_b11_f2-item4,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item4.pdf,
CE_B11_F2-Item40.pdf,ce_b11_f2-item40,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item40.pdf,
CE_B11_F2-Item41.pdf,ce_b11_f2-item41,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item41.pdf,
CE_B11_F2-Item42.pdf,ce_b11_f2-item42,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item42.pdf,
CE_B11_F2-Item43.pdf,ce_b11_f2-item43,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item43.pdf,
CE_B11_F2-Item44.pdf,ce_b11_f2-item44,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item44.pdf,
CE_B11_F2-Item45.pdf,ce_b11_f2-item45,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item45.pdf,
CE_B11_F2-Item46.pdf,ce_b11_f2-item46,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item46.pdf,
CE_B11_F2-Item47.pdf,ce_b11_f2-item47,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item47.pdf,
CE_B11_F2-Item48.pdf,ce_b11_f2-item48,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item48.pdf,
CE_B11_F2-Item49.pdf,ce_b11_f2-item49,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item49.pdf,
