objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,cabinet,drawer,box,bag,type_point,material,material_source,length_mm,width_mm,thickness_mm,weight,count,GGOI,filename,display_template,object_location,image_thumb,image_small
ce_b19_f1-item108,,Magic Valley Memorial Hospital Bill,N/A,1979-03-13,1979-03-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item108,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item108.pdf,pdf,,,
ce_b19_f1-item109,,Magic Valley Memorial Hospital Bill,N/A,1979-02-28,1979-02-28,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item109,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item109.pdf,pdf,,,
ce_b19_f1-item11,,Penny Wise Drug Store Statement of Account,N/A,1977-11-26,1977-11-26,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item11,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item11.pdf,pdf,,,
ce_b19_f1-item110,,Crowley's Pharmacy Bill,N/A,1978-09-21,1978-09-21,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item110,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item110.pdf,pdf,,,
ce_b19_f1-item111,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item111,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item111.pdf,pdf,,,
ce_b19_f1-item112,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item112,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item112.pdf,pdf,,,
ce_b19_f1-item113,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item113,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item113.pdf,pdf,,,
ce_b19_f1-item114,,Receipt,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item114,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Receipt,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item114.pdf,pdf,,,
ce_b19_f1-item12,,Medical Center Laboratory,N/A,1978-11-29,1978-11-29,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item12,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Laboratory records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item12.pdf,pdf,,,
ce_b19_f1-item13,,Notes,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item13,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Handwritten notes,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item13.pdf,pdf,,,
ce_b19_f1-item14,,Magic Valley Memorial Hospital Bill,N/A,1978-12-13,1978-12-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item14,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item14.pdf,pdf,,,
ce_b19_f1-item15,,Magic Valley Memorial Hospital Bill,N/A,1978-12-13,1978-12-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item15,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item15.pdf,pdf,,,
ce_b19_f1-item16,,Magic Valley Memorial Hospital Account Statement,N/A,1978-11-25,1978-11-25,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item16,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item16.pdf,pdf,,,
ce_b19_f1-item17,,Magic Valley Memorial Hospital Account Statement,N/A,1978-12-01,1978-12-01,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item17,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item17.pdf,pdf,,,
ce_b19_f1-item18,,Magic Valley Memorial Hospital Account Statement,N/A,1978-12-01,1978-12-01,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item18,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item18.pdf,pdf,,,
ce_b19_f1-item19,,Magic Valley Memorial Hospital Bill,N/A,1978-11-13,1978-11-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item19,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item19.pdf,pdf,,,
ce_b19_f1-item2,,Letter from Reserve Life Insurance,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item2,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item2.pdf,pdf,,,
ce_b19_f1-item20,,Magic Valley Memorial Hospital Bill,N/A,1978-11-13,1978-11-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item20,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item20.pdf,pdf,,,
ce_b19_f1-item21,,Magic Valley Memorial Hospital Bill,N/A,1978-11-13,1978-11-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item21,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item21.pdf,pdf,,,
ce_b19_f1-item22,,Magic Valley Memorial Hospital Bill,N/A,1978-10-28,1978-10-28,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item22,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item22.pdf,pdf,,,
ce_b19_f1-item23,,Magic Valley Memorial Hospital Bill,N/A,1978-11-13,1978-11-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item23,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item23.pdf,pdf,,,
ce_b19_f1-item24,,Aetna Explanation of Benefits,N/A,1978-11-13,1978-11-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item24,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Explanation of benefits,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item24.pdf,pdf,,,
ce_b19_f1-item25,,Letter from Donald Crabtree to Aetna Life and Casualty,"Crabtree, Donald ""Don"" E.",1978-10-31,1978-10-31,,Typewritten letter from Donald Crabtree to Aetna Life and Casualty. He wrote out an itemized list of statements and medicare EOBs.,professional correspondence; medical; typewritten,Aetna Life and Casualty,,"Kimberly, Idaho",42.5335805982885,-114.36483156147125,"Salt Lake City, Utah",40.76248255322477,-111.8978342232647,CE_B19_F1-Item25,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item25.pdf,pdf,,,
ce_b19_f1-item26,,Magic Valley Memorial Hospital Bill,N/A,1978-10-28,1978-10-28,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item26,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item26.pdf,pdf,,,
ce_b19_f1-item27,,Magic Valley Memorial Hospital Bill,N/A,1978-10-28,1978-10-28,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item27,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item27.pdf,pdf,,,
ce_b19_f1-item28,,Magic Valley Memorial Hospital Bill,N/A,1978-10-28,1978-10-28,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item28,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item28.pdf,pdf,,,
ce_b19_f1-item29,,Medication Record,N/A,1979-10-30,1979-10-30,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item29,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medication record,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item29.pdf,pdf,,,
ce_b19_f1-item3,,Letter from Reserve Life Insurance,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item3,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Typewritten correspondence,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item3.pdf,pdf,,,
ce_b19_f1-item30,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item30,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item30.pdf,pdf,,,
ce_b19_f1-item31,,Penny Wise Drug Store Charge Ticket,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item31,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Charge ticket,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item31.pdf,pdf,,,
ce_b19_f1-item32,,Penny Wise Drug Store Statement of Account,N/A,1978-09-25,1978-09-25,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item32,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item32.pdf,pdf,,,
ce_b19_f1-item33,,Magic Valley Memorial Hospital Account Statement,N/A,1978-08-20,1978-08-20,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item33,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item33.pdf,pdf,,,
ce_b19_f1-item34,,Record of Part B Medicare Benefits Used,N/A,1978-10-11,1978-10-11,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item34,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item34.pdf,pdf,,,
ce_b19_f1-item35,,Record of Part B Medicare Benefits Used,N/A,1978-09-13,1978-09-13,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item35,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item35.pdf,pdf,,,
ce_b19_f1-item36,,Magic Valley Claim Totals,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item36,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item36.pdf,pdf,,,
ce_b19_f1-item37,,Medicare Payment Information,N/A,1978-08-22,1978-08-22,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item37,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical bill,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item37.pdf,pdf,,,
ce_b19_f1-item38,,Bill records,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item38,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item38.pdf,pdf,,,
ce_b19_f1-item39,,Magic Valley Memorial Hospital Account Statement,N/A,1978-09-24,1978-09-24,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item39,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item39.pdf,pdf,,,
ce_b19_f1-item4,,Reserve Life Insurance Proof of Loss,"Crabtree, Donald ""Don"" E.",1978-02-05,1978-02-05,,N/A,N/A,Reserve Life Insurance,,"Dallas, Texas",32.77729818862083,-96.7974799802442,"Kimberly, Idaho",42.5335805982885,-114.36483156147125,CE_B19_F1-Item4,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Proof of Loss,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item4.pdf,pdf,,,
ce_b19_f1-item40,,Record of Part B Medicare Benefits Used,N/A,1978-10-18,1978-10-18,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item40,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item40.pdf,pdf,,,
ce_b19_f1-item41,,Magic Valley Memorial Hospital Account Statement,N/A,1978-09-08,1978-09-08,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item41,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Account statement,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item41.pdf,pdf,,,
ce_b19_f1-item42,,Record of Part B Medicare Benefits Used,N/A,1978-10-04,1978-10-04,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item42,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item42.pdf,pdf,,,
ce_b19_f1-item43,,Record of Part B Medicare Benefits Used,N/A,1978-10-04,1978-10-04,,N/A,N/A,N/A,,N/A,N/A,,N/A,N/A,,CE_B19_F1-Item43,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,no,Medical records,Text,,,no publish - archives,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CE_B19_F1-Item43.pdf,pdf,,,
